BLOQUE,ID_EL1,EL1,ID_EL2,EL2,REL
04_CC,CC031,PÉRDIDAS ECONÓMICAS,EC096,CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS,-1
04_CC,CC038,COSTE DE LA ALIMENTACIÓN,EC116,GASTO EN BIENES DE PRIMERA NECESIDAD,1
04_CC,CC041,COSTES DE PRODUCCIÓN O PRESTACIÓN DE SERVICIOS,EC020,PRECIOS (INFLACIÓN),1
04_CC,COND001,CONDICIONANTES GEOMORFOLÓGICOS,CC003,NIVEL DE EXPOSICIÓN A LOS EFECTOS DEL CC,1
04_CC,CC001,EMISIONES GLOBALES DE GASES DE EFECTO INVERNADERO,CC003,NIVEL DE EXPOSICIÓN A LOS EFECTOS DEL CC,1
04_CC,POB002,POBLACIÓN MAYORE DE 65 AÑOS,CC012,VULNERABILIDAD DE LA POBLACIÓN AL CC,1
04_CC,POB003,POBLACIÓN MENOR DE 18 AÑOS,CC012,VULNERABILIDAD DE LA POBLACIÓN AL CC,1
04_CC,POB004,POBLACIÓN FEMENINA,CC012,VULNERABILIDAD DE LA POBLACIÓN AL CC,1
04_CC,CC023,EXPERIENCIA PREVIA,CC013,CAPACIDAD PARA LA TOMA DE DECISIONES,1
04_CC,DES016,NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,CC013,CAPACIDAD PARA LA TOMA DE DECISIONES,1
04_CC,CC013,CAPACIDAD PARA LA TOMA DE DECISIONES,CC012,VULNERABILIDAD DE LA POBLACIÓN AL CC,-1
04_CC,CC012,VULNERABILIDAD DE LA POBLACIÓN AL CC,CC004,NIVEL DE IMPACTO DEL CC SOBRE LAS FAMILIAS Y LAS PERSONAS,1
04_CC,CC003,NIVEL DE EXPOSICIÓN A LOS EFECTOS DEL CC,CC004,NIVEL DE IMPACTO DEL CC SOBRE LAS FAMILIAS Y LAS PERSONAS,1
04_CC,CC004,NIVEL DE IMPACTO DEL CC SOBRE LAS FAMILIAS Y LAS PERSONAS,CC026,COMFORT TÉRMICO HOGAR,-1
04_CC,CC004,NIVEL DE IMPACTO DEL CC SOBRE LAS FAMILIAS Y LAS PERSONAS,DES015,SALUD DE LA POBLACIÓN,-1
04_CC,CC004,NIVEL DE IMPACTO DEL CC SOBRE LAS FAMILIAS Y LAS PERSONAS,CC025,ESCASEZ DE RECURSOS,1
04_CC,CC030,COMFORT TÉRMICO CIUDADES,CC026,COMFORT TÉRMICO HOGAR,1
04_CC,CC014,VULNERABILIDAD DEL ENTORNO URBANO AL CC,CC005,NIVEL DE IMPACTO DEL CC SOBRE LAS CIUDADES,1
04_CC,CC003,NIVEL DE EXPOSICIÓN A LOS EFECTOS DEL CC,CC005,NIVEL DE IMPACTO DEL CC SOBRE LAS CIUDADES,1
04_CC,CC030,COMFORT TÉRMICO CIUDADES,EN010,CONSUMO FINAL DE ENERGÍA ELÉCTRICA,-1
04_CC,CC030,COMFORT TÉRMICO CIUDADES,EN011,CONSUMO FINAL DE COMBUSTIBLES,-1
04_CC,CC005,NIVEL DE IMPACTO DEL CC SOBRE LAS CIUDADES,CC030,COMFORT TÉRMICO CIUDADES,-1
04_CC,CC025,ESCASEZ DE RECURSOS,CC024,SEGURIDAD,-1
04_CC,CC024,SEGURIDAD,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",1
04_CC,CC030,COMFORT TÉRMICO CIUDADES,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",1
04_CC,CC005,NIVEL DE IMPACTO DEL CC SOBRE LAS CIUDADES,CC027,PROLIFERACIÓN DE PLAGAS Y ENFERMEDADES EN LAS CIUDADES,1
04_CC,CC005,NIVEL DE IMPACTO DEL CC SOBRE LAS CIUDADES,CC029,INUNDACIONES,1
04_CC,CC027,PROLIFERACIÓN DE PLAGAS Y ENFERMEDADES EN LAS CIUDADES,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",-1
04_CC,DES002,DESIGUALDADES ESPACIALES,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",-1
04_CC,CC029,INUNDACIONES,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",-1
04_CC,CC029,INUNDACIONES,EC029,CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO),-1
04_CC,DES039,CONCIENCIA SOCIAL,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",-1
04_CC,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",CC032,MOVILIDAD ESTACIONAL,-1
04_CC,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",CC033,MIGRACIONES INTRA E INTERMUNICIPALES,-1
04_CC,CC003,NIVEL DE EXPOSICIÓN A LOS EFECTOS DEL CC,CC006,NIVEL DE IMPACTO DEL CC SOBRE EL ENTORNO NATURAL,1
04_CC,CC015,VULNERABILIDAD DEL ENTORNO NATURAL AL CC,CC006,NIVEL DE IMPACTO DEL CC SOBRE EL ENTORNO NATURAL,1
04_CC,CC006,NIVEL DE IMPACTO DEL CC SOBRE EL ENTORNO NATURAL,CC035,AUMENTO DEL RIESGO DE INCENDIO,1
04_CC,BIO027,CAMBIO EN LOS CICLOS DE CRECIMIENTO Y DESARROLLO Y EN LOS PATRONES DE COMPORTAMIENTO DE LAS ESPECIES,CC037,PRODUCCIÓN DE ALIMENTOS,-1
04_CC,BIO029,DESARROLLO DE PLAGAS Y ENFERMEDADES,CC037,PRODUCCIÓN DE ALIMENTOS,-1
04_CC,MC082,ESPECIES INVASORAS,CC037,PRODUCCIÓN DE ALIMENTOS,-1
04_CC,CC037,PRODUCCIÓN DE ALIMENTOS,CC038,COSTE DE LA ALIMENTACIÓN,-1
04_CC,CC003,NIVEL DE EXPOSICIÓN A LOS EFECTOS DEL CC,CC007,NIVEL DE IMPACTO DEL CC SOBRE LOS PROCESOS PRODUCTIVOS Y ACTIVIDADES ECONÓMICAS,1
04_CC,CC007,NIVEL DE IMPACTO DEL CC SOBRE LOS PROCESOS PRODUCTIVOS Y ACTIVIDADES ECONÓMICAS,CC040,CAMBIO EN LAS MATERIAS PRIMAS UTILIZADAS,1
04_CC,CC040,CAMBIO EN LAS MATERIAS PRIMAS UTILIZADAS,CC031,PÉRDIDAS ECONÓMICAS,1
04_CC,CC040,CAMBIO EN LAS MATERIAS PRIMAS UTILIZADAS,CC041,COSTES DE PRODUCCIÓN O PRESTACIÓN DE SERVICIOS,1
04_CC,CC007,NIVEL DE IMPACTO DEL CC SOBRE LOS PROCESOS PRODUCTIVOS Y ACTIVIDADES ECONÓMICAS,CC045,NECESIDADES DE TRANSPORTE DE LOS PRODUCTOS DE LA ACTIVIDAD,1
04_CC,CC045,NECESIDADES DE TRANSPORTE DE LOS PRODUCTOS DE LA ACTIVIDAD,CC041,COSTES DE PRODUCCIÓN O PRESTACIÓN DE SERVICIOS,1
04_CC,CC045,NECESIDADES DE TRANSPORTE DE LOS PRODUCTOS DE LA ACTIVIDAD,EM017,EMISIONES DE OTROS MODOS DE TRANSPORTE Y MAQUINARIA MÓVIL,1
04_CC,CC045,NECESIDADES DE TRANSPORTE DE LOS PRODUCTOS DE LA ACTIVIDAD,EM018,EMISIONES DEL TRANSPORTE POR CARRETERA,1
04_CC,CC041,COSTES DE PRODUCCIÓN O PRESTACIÓN DE SERVICIOS,CC031,PÉRDIDAS ECONÓMICAS,1
04_CC,CC007,NIVEL DE IMPACTO DEL CC SOBRE LOS PROCESOS PRODUCTIVOS Y ACTIVIDADES ECONÓMICAS,CC043,CONSUMO ENERGÉTICO EN LA ACTIVIDAD,1
04_CC,CC043,CONSUMO ENERGÉTICO EN LA ACTIVIDAD,CC041,COSTES DE PRODUCCIÓN O PRESTACIÓN DE SERVICIOS,1
04_CC,CC043,CONSUMO ENERGÉTICO EN LA ACTIVIDAD,EN011,CONSUMO FINAL DE COMBUSTIBLES,1
04_CC,CC007,NIVEL DE IMPACTO DEL CC SOBRE LOS PROCESOS PRODUCTIVOS Y ACTIVIDADES ECONÓMICAS,CC046,CONSUMO DE AGUA EN LA ACTIVIDAD,1
04_CC,CC046,CONSUMO DE AGUA EN LA ACTIVIDAD,CC041,COSTES DE PRODUCCIÓN O PRESTACIÓN DE SERVICIOS,1
04_CC,CC046,CONSUMO DE AGUA EN LA ACTIVIDAD,AG005,CONSUMO TOTAL DE AGUA,1
04_CC,CC007,NIVEL DE IMPACTO DEL CC SOBRE LOS PROCESOS PRODUCTIVOS Y ACTIVIDADES ECONÓMICAS,CC047,PÉRDIDAS EN EL PROCESO PRODUCTIVO,1
04_CC,CC047,PÉRDIDAS EN EL PROCESO PRODUCTIVO,CC051,AUMENTO DEL CONSUMO DE RECURSOS,1
04_CC,CC051,AUMENTO DEL CONSUMO DE RECURSOS,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,1
04_CC,CC051,AUMENTO DEL CONSUMO DE RECURSOS,ECC033,RESIDUOS INDUSTRIALES,1
04_CC,CC051,AUMENTO DEL CONSUMO DE RECURSOS,ECC034,RESIDUOS AGRARIOS,1
04_CC,CC007,NIVEL DE IMPACTO DEL CC SOBRE LOS PROCESOS PRODUCTIVOS Y ACTIVIDADES ECONÓMICAS,CC051,AUMENTO DEL CONSUMO DE RECURSOS,1
04_CC,CC051,AUMENTO DEL CONSUMO DE RECURSOS,CC041,COSTES DE PRODUCCIÓN O PRESTACIÓN DE SERVICIOS,1
04_CC,CC051,AUMENTO DEL CONSUMO DE RECURSOS,EC102,CAPACIDAD DE PRODUCCIÓN,-1
04_CC,EC022,RENTA NETA POR PERSONA,CC012,VULNERABILIDAD DE LA POBLACIÓN AL CC,-1
04_CC,EC022,RENTA NETA POR PERSONA,CC032,MOVILIDAD ESTACIONAL,1
04_CC,EC022,RENTA NETA POR PERSONA,CC033,MIGRACIONES INTRA E INTERMUNICIPALES,1
04_CC,EC032,CALIDAD DEL EMPLEO,CC012,VULNERABILIDAD DE LA POBLACIÓN AL CC,-1
04_CC,ECC003,RESIDUOS NO CONTROLADOS,CC014,VULNERABILIDAD DEL ENTORNO URBANO AL CC,1
04_CC,OD015,CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,CC013,CAPACIDAD PARA LA TOMA DE DECISIONES,1
04_CC,GOB008,CULTURA Y MARCOS MENTALES,CC013,CAPACIDAD PARA LA TOMA DE DECISIONES,1
04_CC,MC016,SOSTENIBILIDAD DEL DISEÑO DE CIUDAD,CC014,VULNERABILIDAD DEL ENTORNO URBANO AL CC,-1
04_CC,MC016,SOSTENIBILIDAD DEL DISEÑO DE CIUDAD,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",1
04_CC,MC029,SERVICIOS CLIMÁTICOS DE LAS ZONAS VERDES,CC014,VULNERABILIDAD DEL ENTORNO URBANO AL CC,-1
04_CC,MC029,SERVICIOS CLIMÁTICOS DE LAS ZONAS VERDES,CC030,COMFORT TÉRMICO CIUDADES,1
04_CC,MC070,ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,CC014,VULNERABILIDAD DEL ENTORNO URBANO AL CC,-1
04_CC,MC071,ESTADO DEL PARQUE DE VIVIENDA,CC014,VULNERABILIDAD DEL ENTORNO URBANO AL CC,-1
04_CC,MC071,ESTADO DEL PARQUE DE VIVIENDA,CC026,COMFORT TÉRMICO HOGAR,1
04_CC,MC094,CUBIERTAS VERDES Y JARDINES VERTICALES,CC026,COMFORT TÉRMICO HOGAR,1
04_CC,MS009,CAMINABILIDAD,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",1
04_CC,MS028,SEGURIDAD VIAL,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",1
04_CC,CC006,NIVEL DE IMPACTO DEL CC SOBRE EL ENTORNO NATURAL,BIO025,EROSIÓN Y DEGRADACIÓN DEL SUELO,1
04_CC,CC006,NIVEL DE IMPACTO DEL CC SOBRE EL ENTORNO NATURAL,BIO027,CAMBIO EN LOS CICLOS DE CRECIMIENTO Y DESARROLLO Y EN LOS PATRONES DE COMPORTAMIENTO DE LAS ESPECIES,1
04_CC,CC027,PROLIFERACIÓN DE PLAGAS Y ENFERMEDADES EN LAS CIUDADES,BIO029,DESARROLLO DE PLAGAS Y ENFERMEDADES,1
04_CC,CC029,INUNDACIONES,BIO025,EROSIÓN Y DEGRADACIÓN DEL SUELO,1
04_CC,CC035,AUMENTO DEL RIESGO DE INCENDIO,BIO024,SUPERFICIE QUEMADA,1
04_CC,DES045,AISLAMIENTO SOCIAL,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",-1
05_ECC,DES016,NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,ECC032,HÁBITOS DE CONSUMO RESPONSABLE DE MATERIALES,1
05_ECC,ECC010,ECONOMÍA COLABORATIVA,ECC032,HÁBITOS DE CONSUMO RESPONSABLE DE MATERIALES,1
05_ECC,ECC032,HÁBITOS DE CONSUMO RESPONSABLE DE MATERIALES,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,-1
05_ECC,NOR002,NORMATIVA QUE CONTEMPLE MEDIDAS PUNITIVAS,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,-1
05_ECC,CC047,PÉRDIDAS EN EL PROCESO PRODUCTIVO,ECC033,RESIDUOS INDUSTRIALES,1
05_ECC,CC047,PÉRDIDAS EN EL PROCESO PRODUCTIVO,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,1
05_ECC,CC047,PÉRDIDAS EN EL PROCESO PRODUCTIVO,ECC034,RESIDUOS AGRARIOS,1
05_ECC,NOR001,MARCO NORMATIVO PARA ECODISEÑO Y REUTILIZACIÓN,ECC010,ECONOMÍA COLABORATIVA,1
05_ECC,MC036,PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,1
05_ECC,POB001,TAMAÑO DE LA POBLACIÓN,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,1
05_ECC,ECC034,RESIDUOS AGRARIOS,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,1
05_ECC,ECC033,RESIDUOS INDUSTRIALES,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,1
05_ECC,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,ECC004,RESIDUOS DESCARTADOS Y ACUMULADOS,1
05_ECC,ECC033,RESIDUOS INDUSTRIALES,ECC004,RESIDUOS DESCARTADOS Y ACUMULADOS,1
05_ECC,ECC034,RESIDUOS AGRARIOS,ECC004,RESIDUOS DESCARTADOS Y ACUMULADOS,1
05_ECC,ECC089,RESIDUOS DE CONSTRUCCIÓN,ECC004,RESIDUOS DESCARTADOS Y ACUMULADOS,1
05_ECC,ECC002,EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS,ECC004,RESIDUOS DESCARTADOS Y ACUMULADOS,-1
05_ECC,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,ECC005,RESIDUOS REPARADOS,1
05_ECC,ECC033,RESIDUOS INDUSTRIALES,ECC005,RESIDUOS REPARADOS,1
05_ECC,ECC002,EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS,ECC005,RESIDUOS REPARADOS,1
05_ECC,ECC005,RESIDUOS REPARADOS,ECC025,CONSUMO DE MATERIALES,-1
05_ECC,ECC005,RESIDUOS REPARADOS,ECC026,ACTIVIDAD ECONÓMICA ASOCIADA AL APROVECHAMIENTO DE RESIDUOS,1
05_ECC,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,ECC006,RESIDUOS REUTILIZADOS,1
05_ECC,ECC002,EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS,ECC006,RESIDUOS REUTILIZADOS,1
05_ECC,ECC034,RESIDUOS AGRARIOS,ECC006,RESIDUOS REUTILIZADOS,1
05_ECC,ECC033,RESIDUOS INDUSTRIALES,ECC006,RESIDUOS REUTILIZADOS,1
05_ECC,ECC089,RESIDUOS DE CONSTRUCCIÓN,ECC006,RESIDUOS REUTILIZADOS,1
05_ECC,ECC006,RESIDUOS REUTILIZADOS,ECC025,CONSUMO DE MATERIALES,-1
05_ECC,ECC006,RESIDUOS REUTILIZADOS,ECC026,ACTIVIDAD ECONÓMICA ASOCIADA AL APROVECHAMIENTO DE RESIDUOS,1
05_ECC,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,ECC007,RESIDUOS RECICLADOS,1
05_ECC,ECC033,RESIDUOS INDUSTRIALES,ECC007,RESIDUOS RECICLADOS,1
05_ECC,ECC034,RESIDUOS AGRARIOS,ECC007,RESIDUOS RECICLADOS,1
05_ECC,ECC089,RESIDUOS DE CONSTRUCCIÓN,ECC007,RESIDUOS RECICLADOS,1
05_ECC,ECC002,EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS,ECC007,RESIDUOS RECICLADOS,1
05_ECC,ECC007,RESIDUOS RECICLADOS,ECC025,CONSUMO DE MATERIALES,-1
05_ECC,ECC007,RESIDUOS RECICLADOS,ECC026,ACTIVIDAD ECONÓMICA ASOCIADA AL APROVECHAMIENTO DE RESIDUOS,1
05_ECC,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,ECC008,RESIDUOS VALORIZADOS,1
05_ECC,ECC034,RESIDUOS AGRARIOS,ECC008,RESIDUOS VALORIZADOS,1
05_ECC,ECC033,RESIDUOS INDUSTRIALES,ECC008,RESIDUOS VALORIZADOS,1
05_ECC,ECC089,RESIDUOS DE CONSTRUCCIÓN,ECC008,RESIDUOS VALORIZADOS,1
05_ECC,ECC002,EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS,ECC008,RESIDUOS VALORIZADOS,1
05_ECC,ECC008,RESIDUOS VALORIZADOS,ECC026,ACTIVIDAD ECONÓMICA ASOCIADA AL APROVECHAMIENTO DE RESIDUOS,1
05_ECC,EC085,"ACTIVIDAD COMERCIAL, DE OCIO, HOSTELERÍA Y TURISMO (SERVICIOS)",ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,1
05_ECC,EC086,ACTIVIDAD INDUSTRIAL,ECC033,RESIDUOS INDUSTRIALES,1
05_ECC,EC087,ACTIVIDAD AGRARIA,ECC034,RESIDUOS AGRARIOS,1
05_ECC,EC118,ACTIVIDAD SANITARIA,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,1
05_ECC,POB001,TAMAÑO DE LA POBLACIÓN,ECC025,CONSUMO DE MATERIALES,1
05_ECC,ECC032,HÁBITOS DE CONSUMO RESPONSABLE DE MATERIALES,ECC025,CONSUMO DE MATERIALES,-1
05_ECC,ECC026,ACTIVIDAD ECONÓMICA ASOCIADA AL APROVECHAMIENTO DE RESIDUOS,ECC062,ECONOMÍA INFORMAL ASOCIADA A LAS ACTIVIDADES DE APROVECHAMIENTO DE RESIDUOS,1
05_ECC,ECC026,ACTIVIDAD ECONÓMICA ASOCIADA AL APROVECHAMIENTO DE RESIDUOS,ECC063,DESARROLLO DE NUEVOS SECTORES ECONÓMICOS,1
05_ECC,ECC063,DESARROLLO DE NUEVOS SECTORES ECONÓMICOS,EC098,DEPENDENCIA DE SECTORES ESPECÍFICOS,-1
05_ECC,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,ECC003,RESIDUOS NO CONTROLADOS,1
05_ECC,ECC033,RESIDUOS INDUSTRIALES,ECC003,RESIDUOS NO CONTROLADOS,1
05_ECC,ECC034,RESIDUOS AGRARIOS,ECC003,RESIDUOS NO CONTROLADOS,1
05_ECC,ECC003,RESIDUOS NO CONTROLADOS,AG008,AGUA CONTAMINADA,1
05_ECC,ECC001,EFICIENCIA DE LA ESTRUCTURA Y LOGÍSTICA DE LA RECOGIDA SEPARATIVA DE RESIDUOS,ECC003,RESIDUOS NO CONTROLADOS,-1
05_ECC,ECC001,EFICIENCIA DE LA ESTRUCTURA Y LOGÍSTICA DE LA RECOGIDA SEPARATIVA DE RESIDUOS,ECC061,EXTERNALIZACIÓN DE LOS RESIDUOS,-1
05_ECC,ECC001,EFICIENCIA DE LA ESTRUCTURA Y LOGÍSTICA DE LA RECOGIDA SEPARATIVA DE RESIDUOS,ECC060,RUIDO,-1
05_ECC,ECC068,CONTROL Y VIGILANCIA DEL TRÁFICO,MS024,LIMITACIÓN DEL TRÁFICO EN NÚCLEOS URBANOS,1
05_ECC,ECC060,RUIDO,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",-1
05_ECC,ECC001,EFICIENCIA DE LA ESTRUCTURA Y LOGÍSTICA DE LA RECOGIDA SEPARATIVA DE RESIDUOS,EC030,INGRESOS DE LA ENTIDAD PÚBLICA,1
05_ECC,ECC009,IOT (smart cities),ECC069,INFRAESTRUCTURA PARA EL SOPORTE DE LA ELECTRIFICACIÓN DE LAS FLOTAS,1
05_ECC,ECC068,CONTROL Y VIGILANCIA DEL TRÁFICO,MS028,SEGURIDAD VIAL,1
05_ECC,ECC009,IOT (smart cities),ECC068,CONTROL Y VIGILANCIA DEL TRÁFICO,1
05_ECC,ECC069,INFRAESTRUCTURA PARA EL SOPORTE DE LA ELECTRIFICACIÓN DE LAS FLOTAS,MS021,ELECTRIFICACIÓN DE LA FLOTA DE VEHÍCULOS PRIVADOS (ECO),1
05_ECC,ECC009,IOT (smart cities),ECC064,CONTROL DE LOS RESIDUOS DEPOSITADOS,1
05_ECC,ECC066,BOLSAS DE RESIDUOS DE CÁMARAS DE COMERCIO,ECC064,CONTROL DE LOS RESIDUOS DEPOSITADOS,1
05_ECC,GOB012,COLABORACIÓN EFECTIVA,ECC064,CONTROL DE LOS RESIDUOS DEPOSITADOS,1
05_ECC,ECC064,CONTROL DE LOS RESIDUOS DEPOSITADOS,ECC001,EFICIENCIA DE LA ESTRUCTURA Y LOGÍSTICA DE LA RECOGIDA SEPARATIVA DE RESIDUOS,1
05_ECC,ECC064,CONTROL DE LOS RESIDUOS DEPOSITADOS,ECC002,EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS,1
05_ECC,COND002,COMPETENCIAS LOCALES,ECC002,EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS,-1
05_ECC,COND002,COMPETENCIAS LOCALES,ECC001,EFICIENCIA DE LA ESTRUCTURA Y LOGÍSTICA DE LA RECOGIDA SEPARATIVA DE RESIDUOS,1
05_ECC,ECC002,EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS,EC030,INGRESOS DE LA ENTIDAD PÚBLICA,1
05_ECC,ECC009,IOT (smart cities),ECC010,ECONOMÍA COLABORATIVA,1
05_ECC,GOB071,CULTURA DEL INDIVIDUALISMO,ECC010,ECONOMÍA COLABORATIVA,-1
05_ECC,GOB060,PERCEPCIÓN DE “LO PÚBLICO”,ECC010,ECONOMÍA COLABORATIVA,-1
05_ECC,ECC010,ECONOMÍA COLABORATIVA,ECC025,CONSUMO DE MATERIALES,-1
05_ECC,ECC010,ECONOMÍA COLABORATIVA,ECC006,RESIDUOS REUTILIZADOS,1
05_ECC,ECC010,ECONOMÍA COLABORATIVA,ECC073,MOVILIDAD COMPARTIDA,1
05_ECC,ECC010,ECONOMÍA COLABORATIVA,ECC074,ECONOMÍA DE PROXIMIDAD,1
05_ECC,ECC010,ECONOMÍA COLABORATIVA,ECC075,CONSUMO DE PRODUCTOS DE PROXIMIDAD Y DE TEMPORADA,1
05_ECC,ECC010,ECONOMÍA COLABORATIVA,ECC077,CREACIÓN DE NUEVOS MERCADOS,1
05_ECC,ECC075,CONSUMO DE PRODUCTOS DE PROXIMIDAD Y DE TEMPORADA,ECC074,ECONOMÍA DE PROXIMIDAD,1
05_ECC,ECC077,CREACIÓN DE NUEVOS MERCADOS,EC098,DEPENDENCIA DE SECTORES ESPECÍFICOS,-1
05_ECC,ECC075,CONSUMO DE PRODUCTOS DE PROXIMIDAD Y DE TEMPORADA,ECC076,AGRICULTURA URBANA,1
05_ECC,ECC076,AGRICULTURA URBANA,GOB055,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,1
05_ECC,GOB055,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,ECC075,CONSUMO DE PRODUCTOS DE PROXIMIDAD Y DE TEMPORADA,1
05_ECC,NOR001,MARCO NORMATIVO PARA ECODISEÑO Y REUTILIZACIÓN,ECC083,MEJORA DEL AISLAMIENTO Y LA CAPACIDAD DE REGULACIÓN TÉRMICA,1
05_ECC,ECC083,MEJORA DEL AISLAMIENTO Y LA CAPACIDAD DE REGULACIÓN TÉRMICA,MC071,ESTADO DEL PARQUE DE VIVIENDA,1
05_ECC,ECC083,MEJORA DEL AISLAMIENTO Y LA CAPACIDAD DE REGULACIÓN TÉRMICA,MC070,ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,1
05_ECC,NOR001,MARCO NORMATIVO PARA ECODISEÑO Y REUTILIZACIÓN,ECC078,MATERIALES DE CONSTRUCCIÓN MÁS SOSTENIBLES,1
05_ECC,ECC078,MATERIALES DE CONSTRUCCIÓN MÁS SOSTENIBLES,ECC079,MATERIALES REUTILIZADOS,1
05_ECC,ECC078,MATERIALES DE CONSTRUCCIÓN MÁS SOSTENIBLES,ECC080,MADERA,1
05_ECC,ECC078,MATERIALES DE CONSTRUCCIÓN MÁS SOSTENIBLES,ECC081,HORMIGÓN,-1
05_ECC,ECC079,MATERIALES REUTILIZADOS,ECC087,CONSUMO DE MATERIAS PRIMAS,-1
05_ECC,ECC080,MADERA,ECC087,CONSUMO DE MATERIAS PRIMAS,1
05_ECC,ECC062,ECONOMÍA INFORMAL ASOCIADA A LAS ACTIVIDADES DE APROVECHAMIENTO DE RESIDUOS,EC014,RENTA BRUTA POR PERSONA,1
05_ECC,ECC081,HORMIGÓN,ECC088,EMISIONES DE LA PRODUCCIÓN DE MATERIALES DE CONSTRUCCIÓN,1
05_ECC,NOR001,MARCO NORMATIVO PARA ECODISEÑO Y REUTILIZACIÓN,ECC086,REDUCCIÓN Y REUTILIZACIÓN DE LOS RESIDUOS DE CONSTRUCCIÓN,1
05_ECC,ECC086,REDUCCIÓN Y REUTILIZACIÓN DE LOS RESIDUOS DE CONSTRUCCIÓN,ECC089,RESIDUOS DE CONSTRUCCIÓN,-1
05_ECC,ECC086,REDUCCIÓN Y REUTILIZACIÓN DE LOS RESIDUOS DE CONSTRUCCIÓN,ECC088,EMISIONES DE LA PRODUCCIÓN DE MATERIALES DE CONSTRUCCIÓN,-1
05_ECC,OD003,CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD,ECC009,IOT (smart cities),1
05_ECC,OD015,CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,ECC032,HÁBITOS DE CONSUMO RESPONSABLE DE MATERIALES,1
05_ECC,GOB008,CULTURA Y MARCOS MENTALES,ECC032,HÁBITOS DE CONSUMO RESPONSABLE DE MATERIALES,1
05_ECC,ECC069,INFRAESTRUCTURA PARA EL SOPORTE DE LA ELECTRIFICACIÓN DE LAS FLOTAS,MS022,ELECTRIFICACIÓN DEL PARQUE PÚBLICO DE VEHÍCULOS (ECO),1
