LOOP,Tipo,Longitud,Nodos,Codigos,Bloque,ListaNodos
R323EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC029 , GOB005 , OD003 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R324EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC029 , GOB005 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R325EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC029 , GOB005 , OD003 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R326EX,Reinforcing (+),6,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC029 , GOB005 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R327EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC029 , GOB005 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R328EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC029 , GOB005 , GOB009 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
B329EX,Balancing (-),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC029 , GOB005 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
B330EX,Balancing (-),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC029 , GOB005 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
B331EX,Balancing (-),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC029 , GOB005 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
B332EX,Balancing (-),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC029 , GOB005 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
B333EX,Balancing (-),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC029 , GOB005 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R334EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE → ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS → DESIGUALDADES EDUCATIVAS → NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC046 , DES031 , DES004 , DES016",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE', 'ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS', 'DESIGUALDADES EDUCATIVAS', 'NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN']"
R335EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC047 , GOB005 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R336EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC047 , GOB005 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R337EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC047 , GOB005 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R338EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC047 , GOB005 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R339EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC030 , EC031 , EC047 , GOB005 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R340EX,Reinforcing (+),5,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
B341EX,Balancing (-),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → DESIGUALDADES INTERSECCIONALES → DESIGUALDADES EDUCATIVAS → NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB055 , DI001 , DES004 , DES016",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'DESIGUALDADES INTERSECCIONALES', 'DESIGUALDADES EDUCATIVAS', 'NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN']"
R342EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CAPACITACIÓN Y FORMACIÓN PARA EL PERSONAL PÚBLICO → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB034 , GOB013 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CAPACITACIÓN Y FORMACIÓN PARA EL PERSONAL PÚBLICO', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R343EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB013 , OD003 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R344EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB013 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R345EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB013 , OD003 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R346EX,Reinforcing (+),6,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R347EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , OD019 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R348EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB003 , GOB009 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R349EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → COLABORACIÓN EFECTIVA → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB003 , GOB012 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'COLABORACIÓN EFECTIVA', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
